,age,sex,years_study,color_race,salary,civil_status,region
23807,46,woman,5.0,black,12422.391189513477,married,southeast
23808,23,man,11.0,brown,12422.391189513477,not_married,southeast
23809,34,man,11.0,white,14688.0,married,southeast
23810,35,woman,5.0,brown,5332.7998046875,married,southeast
23811,46,man,11.0,black,12240.0,married,southeast
23812,45,woman,5.0,black,5332.7998046875,married,southeast
23813,20,man,11.0,black,5385.599609375,not_married,southeast
23814,49,woman,15.0,white,44640.0,married,southeast
23815,54,man,5.0,white,112590.0,married,southeast
23816,21,man,14.0,white,2241.0,not_married,southeast
23817,55,woman,15.0,white,12422.391189513477,married,southeast
23818,59,man,11.0,white,12422.391189513477,married,southeast
23819,59,man,15.0,white,171360.0,married,southeast
23820,47,woman,15.0,white,146880.0,married,southeast
23821,22,man,11.0,white,12422.391189513477,not_married,southeast
23822,44,man,15.0,white,141120.0,married,southeast
23823,40,woman,11.0,white,12422.391189513477,married,southeast
23824,45,man,15.0,white,73440.0,married,southeast
23825,42,woman,15.0,white,36720.0,married,southeast
23826,38,man,13.0,white,12240.0,not_married,southeast
23827,50,man,11.0,brown,55176.0,married,southeast
23828,36,woman,7.0,brown,3186.0,married,southeast
23829,55,woman,5.0,white,4896.0,not_married,southeast
23830,43,woman,11.0,brown,12422.391189513477,not_married,southeast
23831,29,man,11.0,white,12422.391189513477,not_married,southeast
23832,58,woman,15.0,white,12422.391189513477,not_married,southeast
23833,33,man,14.0,white,9270.0,not_married,southeast
23834,22,woman,13.0,white,8652.0,not_married,southeast
23835,41,woman,15.0,white,82320.0,married,southeast
23836,43,man,15.0,white,82320.0,married,southeast
23837,22,man,12.0,white,2241.0,not_married,southeast
23838,57,woman,5.0,brown,4464.0,not_married,southeast
23839,32,woman,10.0,black,6798.0,not_married,southeast
23840,59,woman,5.0,brown,3993.599853515625,not_married,southeast
23841,33,man,11.0,brown,5814.0,not_married,southeast
23842,30,woman,11.0,brown,12422.391189513477,not_married,southeast
23843,23,woman,11.0,brown,6696.0,not_married,southeast
23844,48,woman,11.0,black,6863.400390625,not_married,southeast
23845,51,woman,5.0,black,7488.0,not_married,southeast
23846,26,man,11.0,brown,20880.0,not_married,southeast
23847,24,woman,11.0,brown,12422.391189513477,not_married,southeast
23848,39,man,5.0,brown,6634.080078125,married,southeast
23849,39,woman,8.0,brown,12422.391189513477,married,southeast
23850,51,man,5.0,white,42840.0,married,southeast
23851,51,woman,12.0,brown,12422.391189513477,married,southeast
23852,37,woman,5.0,brown,5262.83984375,married,southeast
23853,45,man,7.0,brown,12422.391189513477,married,southeast
23854,20,man,8.0,brown,1315.7099609375,not_married,southeast
23855,36,man,15.0,white,30600.0,married,southeast
23856,33,woman,11.0,white,6120.0,married,southeast
23857,36,man,11.0,brown,14688.0,married,southeast
23858,32,woman,8.0,brown,12422.391189513477,married,southeast
23859,51,man,5.0,brown,14688.0,married,southeast
23860,55,woman,5.0,white,12422.391189513477,married,southeast
23861,24,woman,11.0,brown,1162.800048828125,not_married,southeast
23862,40,man,11.0,white,29400.0,married,southeast
23863,37,woman,8.0,white,6120.0,married,southeast
23864,53,man,15.0,white,110160.0,married,southeast
23865,48,woman,15.0,white,17808.0,married,southeast
23866,22,man,15.0,white,12422.391189513477,not_married,southeast
23867,57,woman,15.0,white,111360.0,not_married,southeast
23868,59,man,11.0,brown,12422.391189513477,married,southeast
23869,57,woman,11.0,brown,12422.391189513477,married,southeast
23870,34,man,15.0,white,24000.0,not_married,southeast
23871,43,man,15.0,white,205500.0,married,southeast
23872,40,woman,15.0,white,162000.0,married,southeast
23873,44,woman,15.0,brown,33798.0,married,southeast
23874,47,man,5.0,brown,7380.0,married,southeast
23875,60,woman,9.0,white,18020.0,not_married,southeast
23876,30,man,15.0,yellow,10200.0,not_married,southeast
23877,26,woman,11.0,brown,5916.0,not_married,southeast
23878,45,woman,11.0,brown,9222.0,married,southeast
23879,41,man,8.0,brown,5880.0,married,southeast
23880,20,man,5.0,white,5610.0,not_married,southeast
23881,43,woman,5.0,white,12422.391189513477,not_married,southeast
23882,32,man,10.0,brown,10277.759765625,not_married,southeast
23883,47,woman,11.0,white,3333.0,not_married,southeast
23884,21,man,11.0,white,7416.0,married,southeast
23885,20,woman,10.0,white,12422.391189513477,married,southeast
23886,50,man,11.0,white,12240.0,not_married,southeast
23887,44,man,15.0,brown,14544.0,not_married,southeast
23888,48,man,11.0,white,12360.0,married,southeast
23889,40,woman,5.0,indigenous,12422.391189513477,married,southeast
23890,30,man,5.0,indigenous,5670.0,not_married,southeast
23891,21,man,8.0,white,5129.400390625,not_married,southeast
23892,25,man,11.0,indigenous,9888.0,not_married,southeast
23893,53,man,5.0,brown,6526.080078125,married,southeast
23894,49,woman,5.0,white,12422.391189513477,married,southeast
23895,23,woman,11.0,brown,6427.19970703125,not_married,southeast
23896,22,man,15.0,white,12422.391189513477,not_married,southeast
23897,31,woman,11.0,black,12422.391189513477,not_married,southeast
23898,49,woman,11.0,white,9211.19921875,not_married,southeast
23899,34,man,15.0,white,9270.0,married,southeast
23900,33,woman,15.0,brown,12422.391189513477,married,southeast
23901,45,man,8.0,white,7200.0,married,southeast
23902,41,woman,5.0,white,420.0,married,southeast
23903,33,man,8.0,brown,9600.0,married,southeast
23904,33,woman,6.0,brown,12422.391189513477,married,southeast
23905,44,man,11.0,brown,12422.391189513477,married,southeast
23906,44,woman,10.0,brown,5716.080078125,married,southeast
23907,59,woman,12.0,brown,12422.391189513477,not_married,southeast
23908,50,woman,11.0,white,30600.0,married,southeast
23909,46,man,11.0,white,0.0,married,southeast
23910,23,woman,11.0,white,7742.240234375,not_married,southeast
23911,25,man,14.0,brown,22025.51953125,not_married,southeast
23912,58,man,5.0,white,30000.0,married,southeast
23913,54,woman,12.0,white,6000.0,married,southeast
23914,20,woman,12.0,white,7200.0,not_married,southeast
23915,47,man,12.0,white,5520.0,married,southeast
23916,54,woman,5.0,black,12422.391189513477,married,southeast
23917,34,man,11.0,white,12422.391189513477,married,southeast
23918,30,woman,8.0,white,5742.0,married,southeast
23919,30,man,8.0,brown,12422.391189513477,married,southeast
23920,29,woman,11.0,brown,12422.391189513477,married,southeast
23921,26,woman,7.0,brown,494.3999938964844,not_married,southeast
23922,37,man,5.0,brown,5029.7998046875,not_married,southeast
23923,48,woman,5.0,black,3120.0,married,southeast
23924,38,man,10.0,black,12422.391189513477,married,southeast
23925,53,man,11.0,white,12422.391189513477,married,southeast
23926,45,woman,10.0,white,12422.391189513477,married,southeast
23927,44,woman,5.0,brown,7680.0,not_married,southeast
23928,27,man,5.0,black,12422.391189513477,not_married,southeast
23929,21,man,8.0,brown,5129.400390625,not_married,southeast
23930,59,man,15.0,brown,86112.0,not_married,southeast
23931,25,woman,15.0,brown,12422.391189513477,not_married,southeast
23932,60,woman,14.0,white,12422.391189513477,not_married,southeast
23933,34,man,15.0,white,50676.0,married,southeast
23934,42,woman,15.0,brown,12422.391189513477,married,southeast
23935,46,man,15.0,white,132000.0,married,southeast
23936,48,woman,15.0,white,12422.391189513477,married,southeast
23937,20,woman,11.0,white,12422.391189513477,not_married,southeast
23938,55,man,15.0,white,144000.0,not_married,southeast
23939,35,man,15.0,white,96000.0,not_married,southeast
23940,55,man,15.0,white,193920.0,married,southeast
23941,53,woman,15.0,white,72720.0,married,southeast
23942,26,woman,5.0,white,12422.391189513477,not_married,southeast
23943,21,man,15.0,white,12422.391189513477,not_married,southeast
23944,45,man,15.0,brown,62640.0,married,southeast
23945,38,woman,13.0,white,12422.391189513477,married,southeast
23946,56,man,15.0,white,12422.391189513477,married,southeast
23947,49,woman,15.0,white,73080.0,married,southeast
23948,23,woman,5.0,white,12422.391189513477,not_married,southeast
23949,28,man,15.0,white,14400.0,not_married,southeast
23950,44,man,11.0,white,30960.0,married,southeast
23951,43,woman,15.0,white,12422.391189513477,married,southeast
23952,39,woman,11.0,black,6600.0,not_married,southeast
23953,60,man,5.0,brown,12422.391189513477,married,southeast
23954,60,woman,5.0,white,12422.391189513477,married,southeast
23955,36,man,14.0,white,7956.0,not_married,southeast
23956,32,woman,15.0,brown,12422.391189513477,not_married,southeast
23957,60,woman,5.0,brown,12422.391189513477,not_married,southeast
23958,31,man,15.0,white,25452.0,married,southeast
23959,40,woman,14.0,brown,11013.43994140625,married,southeast
23960,59,woman,9.0,white,0.0,not_married,southeast
23961,50,woman,12.0,brown,3570.0,not_married,southeast
23962,25,man,15.0,brown,30300.0,not_married,southeast
23963,23,woman,13.0,white,12422.391189513477,not_married,southeast
23964,47,man,10.0,brown,6336.0,married,southeast
23965,39,woman,5.0,brown,12422.391189513477,married,southeast
23966,26,man,15.0,white,21360.0,not_married,southeast
23967,54,man,11.0,white,16800.0,married,southeast
23968,52,woman,15.0,white,12422.391189513477,married,southeast
23969,22,man,15.0,white,12422.391189513477,not_married,southeast
23970,37,woman,5.0,white,36000.0,not_married,southeast
23971,56,woman,11.0,white,12422.391189513477,not_married,southeast
23972,24,man,14.0,white,10584.0,not_married,southeast
23973,38,man,15.0,white,36720.0,married,southeast
23974,38,woman,15.0,brown,29400.0,married,southeast
23975,21,woman,11.0,white,12422.391189513477,not_married,southeast
23976,48,man,15.0,brown,61200.0,not_married,southeast
23977,59,woman,11.0,brown,12422.391189513477,not_married,southeast
23978,28,man,5.0,black,43260.0,not_married,southeast
23979,44,man,15.0,white,80340.0,married,southeast
23980,44,woman,11.0,white,12422.391189513477,married,southeast
23981,39,man,11.0,white,12422.391189513477,married,southeast
23982,40,woman,15.0,white,30000.0,married,southeast
23983,40,man,15.0,white,95040.0,married,southeast
23984,38,woman,15.0,white,44688.0,married,southeast
23985,34,man,15.0,white,108000.0,not_married,southeast
23986,60,man,15.0,black,12422.391189513477,not_married,southeast
23987,44,woman,15.0,indigenous,54000.0,not_married,southeast
23988,27,woman,15.0,white,12422.391189513477,not_married,southeast
23989,55,man,11.0,white,12422.391189513477,married,southeast
23990,46,woman,6.0,white,12422.391189513477,married,southeast
23991,23,woman,12.0,brown,7644.0,not_married,southeast
23992,34,man,11.0,black,9504.0,not_married,southeast
23993,38,woman,13.0,black,79080.0,married,southeast
23994,44,man,13.0,white,12422.391189513477,married,southeast
23995,26,man,13.0,brown,9478.5595703125,not_married,southeast
23996,28,woman,11.0,white,8702.400390625,not_married,southeast
23997,24,man,11.0,white,22116.0,not_married,southeast
23998,55,man,13.0,white,21168.0,married,southeast
23999,52,woman,11.0,brown,9408.0,married,southeast
24000,27,man,13.0,white,7938.0,not_married,southeast
24001,46,man,15.0,white,81480.0,married,southeast
24002,43,woman,11.0,white,12422.391189513477,married,southeast
24003,24,man,13.0,white,10029.7998046875,not_married,southeast
24004,28,woman,11.0,brown,11019.1201171875,not_married,southeast
24005,26,man,15.0,white,12289.19921875,not_married,southeast
24006,55,man,15.0,black,12336.240234375,married,southeast
24007,51,woman,11.0,white,12422.391189513477,married,southeast
24008,26,man,15.0,black,10642.80078125,not_married,southeast
24009,21,man,11.0,black,2940.0,not_married,southeast
24010,52,man,11.0,white,5820.0,married,southeast
24011,42,woman,11.0,white,4752.0,married,southeast
24012,21,woman,11.0,white,12422.391189513477,not_married,southeast
24013,32,woman,15.0,black,9792.0,not_married,southeast
24014,54,woman,11.0,black,12422.391189513477,not_married,southeast
24015,33,woman,11.0,white,10476.0,not_married,southeast
24016,42,woman,11.0,white,9405.0,married,southeast
24017,43,man,11.0,brown,6780.0,married,southeast
24018,46,man,11.0,brown,6703.19970703125,married,southeast
24019,46,woman,5.0,white,3515.4000244140625,married,southeast
24020,21,man,12.0,brown,5940.0,not_married,southeast
24021,54,man,14.0,brown,12422.391189513477,not_married,southeast
24022,48,man,8.0,black,7128.0,not_married,southeast
24023,41,woman,15.0,black,9120.0,not_married,southeast
24024,50,woman,10.0,black,2376.0,married,southeast
24025,44,man,9.0,black,5880.0,married,southeast
24026,47,woman,11.0,brown,13068.0,not_married,southeast
24027,39,woman,11.0,brown,10534.19921875,not_married,southeast
24028,41,woman,5.0,brown,1207.64990234375,not_married,southeast
24029,38,man,8.0,white,6518.400390625,not_married,southeast
24030,37,woman,5.0,brown,7257.599609375,not_married,southeast
24032,44,man,11.0,brown,12629.3994140625,married,southeast
24033,21,woman,11.0,brown,12422.391189513477,not_married,southeast
24034,25,man,11.0,white,1018.5,not_married,southeast
24035,35,woman,5.0,brown,12422.391189513477,not_married,southeast
24036,49,woman,11.0,brown,5700.0,not_married,southeast
24037,35,woman,11.0,brown,12600.0,not_married,southeast
24038,45,man,15.0,brown,44688.0,married,southeast
24039,50,woman,9.0,white,12422.391189513477,married,southeast
24040,43,man,6.0,brown,12422.391189513477,not_married,southeast
24041,31,woman,11.0,brown,6232.80029296875,not_married,southeast
24042,21,woman,13.0,brown,1066.0,not_married,southeast
24043,20,woman,11.0,brown,3102.06005859375,not_married,southeast
24044,33,woman,7.0,white,5524.2001953125,married,southeast
24045,36,man,5.0,white,9504.0,married,southeast
24046,55,man,11.0,white,12422.391189513477,married,southeast
24047,55,woman,11.0,white,5820.0,married,southeast
24048,29,woman,15.0,white,57354.0,not_married,southeast
24049,25,woman,11.0,white,15045.83984375,not_married,southeast
24050,27,man,9.0,brown,4560.0,married,southeast
24051,31,woman,5.0,brown,12422.391189513477,married,southeast
24052,28,woman,9.0,brown,7980.0,not_married,southeast
24053,24,man,11.0,black,12422.391189513477,not_married,southeast
24054,26,man,11.0,black,7068.0,not_married,southeast
24055,20,man,11.0,brown,10089.0,not_married,southeast
24056,37,man,14.0,white,17670.0,married,southeast
24057,36,woman,12.0,white,12422.391189513477,married,southeast
24058,36,man,11.0,brown,24000.0,married,southeast
24059,35,woman,11.0,brown,11760.0,married,southeast
24060,44,woman,10.0,white,12422.391189513477,not_married,southeast
24061,26,woman,5.0,brown,5635.7998046875,not_married,southeast
24062,43,woman,8.0,brown,12422.391189513477,married,southeast
24063,54,man,10.0,brown,12422.391189513477,married,southeast
24064,56,woman,11.0,black,7488.0,married,southeast
24065,43,man,7.0,brown,12422.391189513477,married,southeast
24066,34,man,5.0,brown,9120.0,not_married,southeast
24067,25,woman,11.0,brown,2208.75,not_married,southeast
24068,32,man,15.0,brown,62640.0,not_married,southeast
24069,58,woman,12.0,white,29700.0,not_married,southeast
24070,40,woman,10.0,white,12422.391189513477,not_married,southeast
24071,25,man,12.0,white,12422.391189513477,not_married,southeast
24072,58,man,11.0,white,3990.0,married,southeast
24073,49,woman,11.0,white,12422.391189513477,married,southeast
24074,24,man,15.0,white,1980.0,not_married,southeast
24075,23,man,14.0,white,1980.0,not_married,southeast
24076,21,man,14.0,white,1980.0,not_married,southeast
24077,56,man,15.0,white,31104.0,married,southeast
24078,53,woman,15.0,white,91200.0,married,southeast
24079,24,man,15.0,white,15732.0,not_married,southeast
24080,26,man,15.0,brown,12422.391189513477,not_married,southeast
24081,22,man,12.0,brown,12422.391189513477,not_married,southeast
24082,42,woman,15.0,brown,91833.8359375,not_married,southeast
24083,24,woman,5.0,white,4047.400146484375,not_married,southeast
24084,26,man,13.0,white,14935.19921875,married,southeast
24085,25,woman,11.0,white,12422.391189513477,married,southeast
24086,32,man,13.0,white,14217.83984375,married,southeast
24087,31,woman,11.0,white,5880.0,married,southeast
24088,32,woman,15.0,brown,5880.0,not_married,southeast
24089,40,man,11.0,black,22572.0,married,southeast
24090,46,woman,11.0,white,21384.0,married,southeast
24091,44,woman,7.0,brown,3253.60009765625,not_married,southeast
24092,22,man,11.0,brown,6498.0,not_married,southeast
24093,45,woman,11.0,brown,5472.0,not_married,southeast
24094,23,man,12.0,brown,18432.0,married,southeast
24095,24,woman,11.0,brown,12422.391189513477,married,southeast
24096,50,man,11.0,white,6840.0,not_married,southeast
24097,32,man,7.0,white,10500.0,not_married,southeast
24098,54,woman,5.0,brown,12422.391189513477,not_married,southeast
24099,28,woman,11.0,brown,7300.80029296875,not_married,southeast
24100,26,woman,11.0,brown,8845.19921875,not_married,southeast
24101,38,woman,8.0,black,6305.400390625,not_married,southeast
24102,20,woman,10.0,brown,12422.391189513477,not_married,southeast
24103,24,man,11.0,brown,1764.0,not_married,southeast
24104,59,woman,5.0,brown,6751.80029296875,not_married,southeast
24105,33,man,15.0,brown,6408.0,not_married,southeast
24106,31,man,11.0,brown,26880.0,married,southeast
24107,22,woman,10.0,white,12422.391189513477,married,southeast
24108,23,man,11.0,brown,7980.0,married,southeast
24109,21,woman,11.0,brown,5184.0,married,southeast
24110,49,man,5.0,white,4560.0,married,southeast
24111,49,woman,5.0,white,5356.7998046875,married,southeast
24112,24,woman,11.0,white,6042.0,not_married,southeast
24113,20,man,11.0,white,12422.391189513477,not_married,southeast
24114,48,woman,8.0,brown,3420.0,not_married,southeast
24115,22,man,11.0,brown,5871.0,not_married,southeast
24116,51,man,12.0,white,2988.0,married,southeast
24117,46,woman,8.0,white,7593.599609375,married,southeast
24118,24,woman,13.0,white,4413.0,not_married,southeast
24119,46,woman,15.0,brown,14200.80078125,not_married,southeast
24120,22,man,15.0,white,12422.391189513477,not_married,southeast
24121,50,man,11.0,white,12450.0,married,southeast
24122,45,woman,11.0,white,4150.0,married,southeast
24123,23,man,15.0,white,12422.391189513477,not_married,southeast
24124,35,man,8.0,black,1140.1600341796875,married,southeast
24125,40,woman,11.0,white,85440.0,married,southeast
24126,28,man,11.0,brown,19059.041015625,married,southeast
24127,27,woman,11.0,brown,12422.391189513477,married,southeast
24128,24,man,11.0,white,16128.0,married,southeast
24129,33,woman,9.0,brown,6048.0,married,southeast
24130,28,man,15.0,white,35661.6005859375,married,southeast
24131,30,woman,11.0,white,57266.8828125,married,southeast
24132,38,man,15.0,white,87360.0,married,southeast
24133,32,woman,15.0,white,22320.0,married,southeast
24134,26,man,15.0,white,17856.0,married,southeast
24135,23,woman,15.0,white,12422.391189513477,married,southeast
24136,29,man,11.0,black,16380.0,not_married,southeast
24137,53,woman,15.0,brown,25200.0,married,southeast
24138,55,man,15.0,brown,16128.0,married,southeast
24139,23,woman,13.0,brown,0.0,not_married,southeast
24140,54,man,11.0,brown,12422.391189513477,married,southeast
24141,53,woman,14.0,brown,12422.391189513477,married,southeast
24142,60,man,15.0,white,35160.0,married,southeast
24143,56,woman,15.0,white,12422.391189513477,married,southeast
24144,23,man,13.0,white,12422.391189513477,not_married,southeast
24145,24,man,13.0,white,12257.2802734375,not_married,southeast
24146,34,woman,15.0,white,12422.391189513477,not_married,southeast
24147,60,man,15.0,white,99991.3203125,married,southeast
24148,54,woman,11.0,white,12422.391189513477,married,southeast
24149,59,woman,11.0,white,12422.391189513477,not_married,southeast
24150,56,woman,15.0,white,12422.391189513477,not_married,southeast
24151,31,man,12.0,white,8232.0,not_married,southeast
24152,29,man,15.0,white,12422.391189513477,not_married,southeast
24153,41,man,15.0,white,0.0,married,southeast
24154,31,woman,12.0,white,12422.391189513477,married,southeast
24155,55,woman,15.0,brown,12422.391189513477,not_married,southeast
24156,55,man,15.0,white,99991.3203125,married,southeast
24157,32,woman,12.0,white,12422.391189513477,married,southeast
24158,60,woman,11.0,white,12422.391189513477,not_married,southeast
24159,35,man,14.0,white,12422.391189513477,not_married,southeast
24160,24,woman,15.0,white,12422.391189513477,not_married,southeast
24161,22,woman,11.0,brown,12422.391189513477,not_married,southeast
24162,39,man,11.0,white,12422.391189513477,married,southeast
24163,34,woman,15.0,white,24360.0,married,southeast
24164,53,woman,12.0,brown,6848.0,not_married,southeast
24165,28,woman,9.0,brown,12422.391189513477,not_married,southeast
24166,26,woman,11.0,white,12422.391189513477,not_married,southeast
24167,31,woman,9.0,brown,12422.391189513477,married,southeast
24168,32,man,11.0,brown,4717.43994140625,married,southeast
24169,59,man,12.0,brown,12422.391189513477,not_married,southeast
24170,39,man,11.0,brown,12422.391189513477,not_married,southeast
24171,22,man,11.0,brown,12422.391189513477,not_married,southeast
24172,20,man,7.0,black,3520.0,not_married,southeast
24173,20,woman,11.0,brown,2875.2000122070312,not_married,southeast
24175,25,man,11.0,brown,8574.0,not_married,southeast
24176,56,man,11.0,brown,12422.391189513477,married,southeast
24177,55,woman,11.0,white,12422.391189513477,married,southeast
24178,23,man,15.0,white,12422.391189513477,not_married,southeast
24179,27,woman,15.0,white,6720.0,not_married,southeast
24180,52,man,11.0,black,3990.0,married,southeast
24181,54,woman,11.0,white,12422.391189513477,married,southeast
24182,26,man,11.0,white,9416.759765625,not_married,southeast
24183,23,man,13.0,brown,4363.2001953125,not_married,southeast
24184,59,woman,11.0,brown,12422.391189513477,not_married,southeast
24185,32,woman,15.0,white,10471.5,not_married,southeast
24186,30,woman,15.0,white,16380.0,not_married,southeast
24187,35,man,15.0,white,63168.0,married,southeast
24188,34,woman,11.0,white,12422.391189513477,married,southeast
24189,52,man,9.0,white,5022.0,married,southeast
24190,48,woman,5.0,white,12422.391189513477,married,southeast
24191,36,man,11.0,black,16740.0,married,southeast
24192,44,woman,15.0,white,22464.0,married,southeast
24193,34,woman,6.0,white,4930.2001953125,not_married,southeast
24194,43,man,12.0,black,55080.0,married,southeast
24195,45,woman,13.0,white,12422.391189513477,married,southeast
24196,58,man,5.0,brown,4704.0,married,southeast
24197,48,woman,5.0,white,6000.0,married,southeast
24198,29,woman,6.0,brown,12422.391189513477,not_married,southeast
24199,35,woman,11.0,brown,10394.759765625,not_married,southeast
24200,41,man,8.0,brown,10675.2001953125,married,southeast
24201,41,woman,11.0,brown,5997.599609375,married,southeast
24202,58,man,5.0,white,12240.0,married,southeast
24203,52,woman,5.0,brown,12422.391189513477,married,southeast
24204,28,man,11.0,brown,12000.0,not_married,southeast
24205,26,man,10.0,white,12422.391189513477,not_married,southeast
24206,56,woman,11.0,white,12422.391189513477,not_married,southeast
24207,22,man,10.0,white,8078.400390625,not_married,southeast
24208,21,man,14.0,white,5801.76025390625,not_married,southeast
24209,25,man,15.0,white,67860.0,married,southeast
24210,27,woman,15.0,brown,15260.400024414062,married,southeast
24211,46,man,15.0,white,141120.0,married,southeast
24212,42,woman,15.0,brown,6696.0,married,southeast
24213,41,man,15.0,white,14217.83984375,married,southeast
24214,33,woman,15.0,white,12422.391189513477,married,southeast
24215,60,man,15.0,white,4464.0,married,southeast
24216,57,woman,11.0,white,12422.391189513477,married,southeast
24217,58,woman,15.0,white,12422.391189513477,not_married,southeast
24218,23,man,11.0,white,12422.391189513477,not_married,southeast
24219,57,woman,10.0,white,12422.391189513477,not_married,southeast
24220,39,man,13.0,white,24480.0,not_married,southeast
24221,27,man,15.0,white,16056.0,not_married,southeast
24222,41,woman,11.0,white,45120.0,not_married,southeast
24223,53,woman,11.0,white,35700.0,not_married,southeast
24224,25,man,15.0,white,12422.391189513477,not_married,southeast
24225,42,man,15.0,white,67860.0,married,southeast
24226,43,woman,11.0,white,12422.391189513477,married,southeast
24227,43,man,15.0,white,54912.0,married,southeast
24228,38,woman,15.0,white,42432.0,married,southeast
24229,40,man,15.0,white,100980.0,married,southeast
24230,35,woman,5.0,white,89100.0,married,southeast
24231,43,woman,8.0,white,12422.391189513477,not_married,southeast
24232,41,woman,11.0,brown,12422.391189513477,not_married,southeast
24233,21,man,8.0,brown,9903.0,not_married,southeast
24234,26,woman,11.0,white,5079.599609375,not_married,southeast
24235,59,woman,15.0,white,12422.391189513477,not_married,southeast
24236,21,woman,12.0,white,12422.391189513477,not_married,southeast
24237,32,woman,15.0,white,10771.2001953125,not_married,southeast
24238,47,woman,11.0,brown,3348.0,not_married,southeast
24239,53,man,11.0,white,12422.391189513477,married,southeast
24240,48,woman,12.0,brown,12422.391189513477,married,southeast
24241,24,man,14.0,white,12422.391189513477,not_married,southeast
24242,22,woman,15.0,brown,12422.391189513477,not_married,southeast
24243,36,man,11.0,black,2325.0,married,southeast
24244,34,woman,11.0,white,6780.0,married,southeast
24245,51,woman,11.0,brown,2320.0,not_married,southeast
24246,33,man,11.0,brown,12422.391189513477,not_married,southeast
24247,27,man,15.0,brown,12422.391189513477,not_married,southeast
24248,56,woman,11.0,white,12422.391189513477,not_married,southeast
24249,30,man,15.0,white,12422.391189513477,not_married,southeast
24250,24,man,14.0,brown,12422.391189513477,not_married,southeast
24251,24,man,13.0,white,12422.391189513477,not_married,southeast
24252,26,man,11.0,white,6260.759765625,not_married,southeast
24253,46,man,10.0,white,12422.391189513477,not_married,southeast
24254,52,man,11.0,white,7200.0,married,southeast
24255,46,woman,8.0,white,12422.391189513477,married,southeast
24256,24,woman,15.0,white,12422.391189513477,not_married,southeast
24257,43,man,15.0,brown,23921.69970703125,married,southeast
24258,53,woman,15.0,white,12422.391189513477,married,southeast
24259,23,man,13.0,white,12422.391189513477,not_married,southeast
24260,35,woman,15.0,brown,10483.19921875,not_married,southeast
24261,39,woman,11.0,brown,12422.391189513477,not_married,southeast
24262,37,man,14.0,black,12422.391189513477,not_married,southeast
24263,29,woman,15.0,black,4692.0,not_married,southeast
24264,51,man,11.0,white,17640.0,married,southeast
24266,55,woman,5.0,indigenous,1764.0,not_married,southeast
24267,35,man,11.0,brown,12422.391189513477,not_married,southeast
24268,55,woman,11.0,white,7784.6396484375,not_married,southeast
24269,51,man,5.0,black,7246.080078125,not_married,southeast
24270,36,man,5.0,black,11003.0,married,southeast
24271,31,woman,6.0,brown,5970.0,married,southeast
24272,46,woman,11.0,brown,25267.6796875,not_married,southeast
24273,20,woman,11.0,brown,7350.0,not_married,southeast
24274,47,man,11.0,white,12422.391189513477,married,southeast
24275,41,woman,11.0,brown,9608.400390625,married,southeast
24276,31,woman,12.0,white,14688.0,married,southeast
24277,37,man,15.0,brown,12422.391189513477,married,southeast
24278,53,man,11.0,white,12422.391189513477,married,southeast
24279,50,woman,11.0,white,0.0,married,southeast
24280,25,woman,11.0,white,0.0,not_married,southeast
24281,22,woman,15.0,white,4532.0,not_married,southeast
24282,52,man,7.0,brown,12422.391189513477,married,southeast
24283,50,woman,11.0,white,6732.0,married,southeast
24284,23,man,11.0,white,6283.19970703125,not_married,southeast
24285,30,man,11.0,brown,12422.391189513477,not_married,southeast
24286,22,woman,11.0,white,6666.0,not_married,southeast
24287,32,man,5.0,white,10197.0,not_married,southeast
24288,39,man,11.0,white,12422.391189513477,not_married,southeast
24289,43,woman,5.0,white,5500.0,not_married,southeast
24290,21,man,9.0,brown,5677.80029296875,not_married,southeast
24291,24,woman,11.0,brown,12422.391189513477,not_married,southeast
24292,26,man,5.0,white,104027.765625,married,southeast
24293,30,woman,11.0,white,5600.0,married,southeast
24294,46,woman,15.0,white,73440.0,not_married,southeast
24295,20,woman,12.0,white,12422.391189513477,not_married,southeast
24296,42,man,15.0,brown,66991.203125,married,southeast
24297,43,woman,11.0,white,12422.391189513477,married,southeast
24298,50,man,15.0,white,57572.8828125,not_married,southeast
24299,47,man,11.0,white,12422.391189513477,not_married,southeast
24300,43,woman,15.0,white,12422.391189513477,not_married,southeast
24301,26,man,5.0,white,64512.0,not_married,southeast
24302,56,woman,5.0,black,20352.0,not_married,southeast
24303,46,man,15.0,brown,51288.0,married,southeast
24304,44,woman,15.0,brown,12422.391189513477,married,southeast
24305,20,woman,12.0,brown,2142.0,not_married,southeast
24306,53,man,9.0,white,26664.0,married,southeast
24307,48,woman,15.0,white,35148.0,married,southeast
24308,21,woman,13.0,white,5508.0,not_married,southeast
24309,54,man,5.0,brown,8034.0,married,southeast
24310,52,woman,5.0,black,5029.7998046875,married,southeast
24311,24,woman,11.0,brown,12422.391189513477,not_married,southeast
24312,21,woman,11.0,black,12422.391189513477,not_married,southeast
24313,25,man,11.0,white,12422.391189513477,not_married,southeast
24314,53,woman,11.0,white,12422.391189513477,not_married,southeast
24315,31,man,11.0,white,12422.391189513477,not_married,southeast
24316,59,woman,8.0,white,7021.080078125,not_married,southeast
24317,38,woman,15.0,white,31584.0,not_married,southeast
24318,45,man,11.0,white,9600.0,married,southeast
24319,39,woman,15.0,white,12422.391189513477,married,southeast
