,age,sex,years_study,color_race,salary,civil_status,region
9507,23,woman,11.0,brown,240.0,not_married,north
9508,33,man,11.0,brown,7425.0,married,north
9509,47,woman,11.0,brown,22692.958984375,married,north
9510,48,woman,5.0,brown,5630.400390625,not_married,north
9511,32,man,5.0,brown,12422.391189513477,not_married,north
9512,22,man,8.0,brown,7560.0,not_married,north
9513,21,man,8.0,brown,5892.0,not_married,north
9514,59,man,5.0,brown,3564.0,married,north
9515,55,woman,5.0,brown,2791.7998046875,married,north
9516,22,woman,11.0,brown,3564.0,not_married,north
9517,25,man,7.0,white,4752.0,not_married,north
9518,53,man,5.0,brown,5820.0,married,north
9519,51,woman,5.0,brown,12422.391189513477,married,north
9520,20,woman,5.0,white,12422.391189513477,not_married,north
9521,25,man,5.0,brown,1800.0,married,north
9522,25,woman,5.0,brown,0.0,married,north
9523,25,man,11.0,white,3000.0,married,north
9524,30,woman,5.0,white,1800.0,married,north
9525,31,man,5.0,brown,6000.0,married,north
9526,31,woman,7.0,brown,1800.0,married,north
9527,33,woman,5.0,brown,3564.0,not_married,north
9528,33,man,8.0,brown,5580.0,not_married,north
9529,22,man,5.0,brown,3326.400146484375,not_married,north
9530,46,man,8.0,white,30930.48046875,married,north
9531,45,woman,11.0,brown,9408.240234375,married,north
9532,21,woman,7.0,white,500.0,not_married,north
9533,22,man,7.0,white,5000.0,not_married,north
9534,33,man,5.0,white,17625.6015625,married,north
9535,27,woman,7.0,brown,12422.391189513477,married,north
9536,36,man,5.0,brown,6000.0,married,north
9537,40,woman,5.0,brown,1596.0,married,north
9538,36,man,5.0,brown,2100.0,married,north
9539,40,woman,11.0,white,2472.0,married,north
9540,41,man,5.0,brown,6000.0,married,north
9541,26,woman,5.0,brown,600.0,married,north
9542,38,man,5.0,brown,12422.391189513477,not_married,north
9543,38,man,11.0,white,14400.0,married,north
9544,24,woman,12.0,brown,5880.0,married,north
9545,26,man,8.0,brown,6525.0,married,north
9546,38,woman,8.0,brown,480.0,married,north
9547,43,man,5.0,brown,1200.0,married,north
9548,56,woman,13.0,brown,12422.391189513477,married,north
9549,56,woman,5.0,brown,24000.0,not_married,north
9550,30,woman,11.0,brown,5691.599609375,not_married,north
9551,31,woman,5.0,brown,12422.391189513477,not_married,north
9552,21,woman,5.0,brown,12422.391189513477,not_married,north
9553,22,man,5.0,brown,0.0,not_married,north
9554,25,woman,5.0,brown,0.0,not_married,north
9555,27,man,5.0,brown,2970.0,not_married,north
9556,27,man,5.0,brown,2400.0,married,north
9557,34,woman,15.0,brown,8445.599609375,married,north
9558,55,woman,11.0,brown,9010.080078125,not_married,north
9559,37,man,11.0,brown,10692.0,married,north
9560,30,woman,11.0,brown,5691.599609375,married,north
9561,53,man,5.0,brown,4752.0,married,north
9562,52,woman,5.0,brown,0.0,married,north
9563,21,man,9.0,brown,887.6000061035156,not_married,north
9564,54,man,8.0,brown,26020.0,married,north
9565,40,woman,6.0,white,12422.391189513477,married,north
9566,23,woman,12.0,brown,12422.391189513477,not_married,north
9567,22,man,10.0,brown,5846.89990234375,not_married,north
9568,35,man,11.0,brown,1800.0,not_married,north
9569,29,man,10.0,brown,5088.0,married,north
9570,27,woman,5.0,brown,3816.0,married,north
9571,22,man,11.0,brown,6614.400390625,not_married,north
9572,30,woman,5.0,white,388.8000183105469,not_married,north
9573,37,woman,11.0,brown,6360.0,not_married,north
9574,35,woman,11.0,brown,5088.0,not_married,north
9575,32,man,5.0,brown,3816.0,not_married,north
9576,60,woman,5.0,brown,12422.391189513477,not_married,north
9577,35,woman,11.0,brown,6900.0,married,north
9578,28,man,11.0,brown,1908.0,married,north
9579,24,man,11.0,brown,4836.800109863281,not_married,north
9580,24,man,11.0,brown,5682.5,married,north
9581,29,woman,11.0,brown,339.0,married,north
9582,58,woman,15.0,brown,16272.0,not_married,north
9583,46,man,9.0,brown,5136.0,not_married,north
9584,31,man,13.0,brown,24408.0,not_married,north
9585,34,man,5.0,black,3906.0,married,north
9586,32,woman,5.0,black,12422.391189513477,married,north
9587,59,woman,5.0,brown,12422.391189513477,not_married,north
9588,24,man,6.0,brown,4401.400024414063,not_married,north
9589,20,man,5.0,brown,3150.0,not_married,north
9590,20,man,8.0,brown,1272.0,not_married,north
9591,27,man,9.0,brown,5491.85009765625,married,north
9592,28,woman,5.0,brown,12422.391189513477,married,north
9593,60,woman,5.0,brown,630.0,not_married,north
9594,21,man,11.0,white,3270.0,not_married,north
9595,28,man,8.0,brown,12422.391189513477,not_married,north
9596,24,woman,10.0,brown,12422.391189513477,not_married,north
9597,21,man,10.0,white,3780.0,not_married,north
9598,32,man,11.0,brown,16272.0,married,north
9599,31,woman,7.0,brown,5428.2001953125,married,north
9600,52,man,5.0,brown,2520.0,not_married,north
9601,37,man,9.0,brown,6930.0,married,north
9602,26,woman,11.0,brown,6300.0,married,north
9603,33,man,9.0,brown,5559.0,married,north
9604,31,woman,8.0,white,12422.391189513477,married,north
9605,39,woman,8.0,brown,12422.391189513477,not_married,north
9606,24,woman,11.0,brown,3708.0,married,north
9607,27,man,9.0,brown,12422.391189513477,married,north
9608,34,woman,11.0,white,4024.4500122070312,not_married,north
9609,38,man,15.0,brown,38808.0,married,north
9610,36,woman,15.0,brown,0.0,married,north
9611,60,woman,10.0,white,7033.2001953125,not_married,north
9612,57,man,11.0,white,3780.0,married,north
9613,60,woman,9.0,brown,12422.391189513477,married,north
9614,27,man,5.0,brown,9316.0,married,north
9615,29,woman,5.0,brown,988.800048828125,married,north
9616,52,woman,5.0,brown,12422.391189513477,not_married,north
9617,25,man,11.0,brown,12422.391189513477,not_married,north
9618,23,woman,11.0,brown,7560.0,not_married,north
9619,21,woman,11.0,brown,12422.391189513477,not_married,north
9620,20,woman,11.0,brown,12422.391189513477,not_married,north
9621,56,woman,10.0,white,12422.391189513477,not_married,north
9622,44,woman,11.0,brown,12422.391189513477,not_married,north
9623,48,man,5.0,brown,3744.0,not_married,north
9624,51,woman,5.0,indigenous,12422.391189513477,not_married,north
9625,24,woman,9.0,indigenous,12422.391189513477,not_married,north
9627,30,woman,5.0,brown,1560.0,not_married,north
9628,41,man,9.0,brown,11980.800354003906,married,north
9629,41,woman,5.0,brown,12422.391189513477,married,north
9630,20,man,7.0,brown,9904.349853515623,not_married,north
9631,49,woman,5.0,brown,1648.0,not_married,north
9633,46,man,5.0,white,3847.5,not_married,north
9634,34,man,6.0,brown,5088.0,not_married,north
9635,24,man,5.0,brown,3816.0,married,north
9636,22,woman,5.0,black,12422.391189513477,married,north
9637,20,woman,7.0,brown,3136.0,not_married,north
9638,39,man,6.0,brown,10944.0,married,north
9639,40,woman,5.0,brown,19080.0,married,north
9640,40,man,5.0,brown,7560.0,married,north
9641,33,woman,5.0,brown,4882.5,married,north
9642,55,woman,11.0,brown,5179.2001953125,not_married,north
9643,60,man,5.0,black,6280.0,married,north
9644,54,woman,5.0,brown,2080.0,married,north
9645,40,man,8.0,brown,7580.0,married,north
9646,36,woman,8.0,brown,0.0,married,north
9647,22,man,11.0,brown,4048.0,not_married,north
9648,47,woman,5.0,black,2880.0,not_married,north
9649,35,man,5.0,black,6360.0,married,north
9650,30,woman,9.0,brown,1865.5999755859373,married,north
9651,24,man,5.0,white,5328.0,married,north
9652,24,woman,5.0,white,12422.391189513477,married,north
9653,56,man,5.0,brown,2455.199890136719,married,north
9654,43,woman,5.0,brown,0.0,married,north
9655,39,man,5.0,brown,11880.0,married,north
9656,37,woman,5.0,brown,950.3999633789062,married,north
9657,32,man,5.0,brown,1200.0,married,north
9658,49,woman,5.0,black,972.0,married,north
9659,36,man,5.0,black,840.0,married,north
9660,43,woman,5.0,white,12422.391189513477,married,north
9661,55,man,5.0,brown,5088.0,married,north
9663,30,man,11.0,brown,3521.280029296875,married,north
9664,30,woman,6.0,brown,12422.391189513477,married,north
9665,39,woman,5.0,brown,3139.2001953125,not_married,north
9666,30,man,5.0,white,8580.0,married,north
9667,27,woman,11.0,black,5727.0,married,north
9668,27,woman,7.0,brown,4123.199951171875,not_married,north
9669,43,woman,5.0,brown,4982.0,not_married,north
9670,35,man,6.0,white,8829.0,not_married,north
9671,44,man,5.0,brown,2544.0,married,north
9672,42,woman,8.0,brown,4725.0,married,north
9673,23,man,9.0,brown,12422.391189513477,not_married,north
9674,52,man,5.0,brown,4410.0,married,north
9675,33,woman,5.0,brown,12422.391189513477,married,north
9676,31,man,9.0,brown,3547.9501953125,married,north
9677,26,woman,11.0,brown,452.3500061035156,married,north
9678,59,woman,5.0,brown,1848.0,not_married,north
9679,37,man,5.0,black,12422.391189513477,not_married,north
9680,53,man,5.0,brown,7406.4000244140625,married,north
9681,45,woman,14.0,black,16611.0,married,north
9682,23,woman,5.0,white,72.80000305175781,married,north
9683,27,man,5.0,brown,4108.5,married,north
9684,54,man,5.0,brown,9888.0,married,north
9685,49,woman,5.0,brown,12422.391189513477,married,north
9686,29,man,8.0,brown,12422.391189513477,not_married,north
9687,24,man,8.0,brown,12422.391189513477,not_married,north
9688,55,woman,11.0,brown,12422.391189513477,not_married,north
9689,36,woman,5.0,brown,1497.60009765625,married,north
9690,47,man,5.0,brown,1260.0,married,north
9691,21,man,6.0,brown,12422.391189513477,not_married,north
9692,30,woman,5.0,brown,313.1999969482422,not_married,north
9693,58,man,5.0,brown,494.4000244140625,not_married,north
9694,32,woman,11.0,black,6766.19970703125,married,north
9695,31,man,5.0,black,8505.0,married,north
9696,28,man,7.0,black,7344.0,not_married,north
9697,32,man,5.0,brown,7434.0,married,north
9698,27,woman,5.0,brown,2448.0,married,north
9699,52,man,5.0,brown,12422.391189513477,married,north
9700,55,woman,5.0,brown,12422.391189513477,married,north
9701,53,woman,5.0,brown,22896.0,not_married,north
9702,27,woman,11.0,white,12422.391189513477,married,north
9703,30,man,6.0,white,12422.391189513477,married,north
9704,44,man,5.0,brown,4939.199996948242,not_married,north
9705,48,woman,11.0,brown,8202.599609375,not_married,north
9706,27,man,11.0,brown,8064.0,married,north
9707,22,woman,6.0,brown,6300.0,married,north
9708,40,man,6.0,brown,6996.0,married,north
9709,44,woman,8.0,brown,2367.5998992919917,married,north
9710,23,woman,11.0,white,12422.391189513477,not_married,north
9711,21,man,11.0,brown,12422.391189513477,not_married,north
9712,27,man,6.0,brown,12422.391189513477,not_married,north
9713,56,man,8.0,brown,8190.0,married,north
9714,54,woman,5.0,brown,12422.391189513477,married,north
9715,40,woman,8.0,brown,5332.7998046875,not_married,north
9716,35,man,5.0,brown,5526.7197265625,married,north
9717,51,woman,5.0,white,303.0,married,north
9718,26,man,9.0,white,4620.0,married,north
9719,20,woman,6.0,brown,12422.391189513477,married,north
9720,44,man,10.0,brown,4620.0,married,north
9721,37,woman,10.0,brown,18000.0,married,north
9722,31,man,11.0,brown,66000.0,married,north
9723,28,woman,11.0,brown,14400.0,married,north
9724,37,man,7.0,brown,9000.0,married,north
9725,35,woman,8.0,brown,4800.0,married,north
9726,37,woman,5.0,brown,1800.0,not_married,north
9727,31,man,11.0,brown,5773.68017578125,not_married,north
9728,20,man,10.0,brown,2727.0,not_married,north
9729,47,woman,10.0,black,4191.5,not_married,north
9730,27,man,8.0,black,5042.0,not_married,north
9731,29,woman,7.0,brown,1350.0,not_married,north
9732,44,man,5.0,brown,5940.0,married,north
9734,28,man,11.0,brown,2376.0,married,north
9735,30,woman,9.0,brown,4200.0,married,north
9736,60,man,8.0,brown,12422.391189513477,not_married,north
9737,44,man,5.0,brown,8316.0,married,north
9738,37,woman,5.0,brown,3210.0,married,north
9739,44,man,5.0,brown,4800.0,married,north
9740,40,woman,8.0,brown,6418.0,married,north
9741,20,man,11.0,brown,12422.391189513477,not_married,north
9742,26,man,5.0,brown,5940.0,married,north
9743,24,woman,7.0,black,12422.391189513477,married,north
9744,24,man,5.0,brown,5940.0,not_married,north
9745,23,man,5.0,brown,5940.0,not_married,north
9746,42,man,5.0,brown,10276.2001953125,married,north
9747,40,woman,6.0,brown,2851.2001953125,married,north
9748,21,man,11.0,brown,12422.391189513477,not_married,north
9749,23,man,8.0,brown,5328.0,married,north
9750,25,woman,7.0,brown,2270.599975585937,married,north
9751,37,man,6.0,black,2970.0,not_married,north
9752,45,woman,11.0,black,5524.2001953125,not_married,north
9753,53,man,5.0,brown,1200.0,not_married,north
9754,22,man,10.0,brown,8160.0,not_married,north
9755,25,woman,10.0,brown,808.0,not_married,north
9756,38,man,11.0,brown,2811.840087890625,married,north
9757,34,woman,10.0,brown,3259.2001953125,married,north
9758,22,man,5.0,brown,12422.391189513477,not_married,north
9759,27,woman,5.0,brown,4961.5498046875,not_married,north
9760,27,man,8.0,white,8095.22998046875,married,north
9761,26,woman,6.0,brown,12422.391189513477,married,north
9762,60,man,5.0,brown,0.0,married,north
9763,51,woman,5.0,brown,0.0,married,north
9764,30,woman,11.0,brown,12422.391189513477,not_married,north
9765,27,woman,11.0,brown,12422.391189513477,not_married,north
9766,25,woman,11.0,brown,5689.7998046875,not_married,north
9767,22,man,7.0,brown,8658.0,not_married,north
9768,20,woman,9.0,brown,12422.391189513477,not_married,north
9769,42,man,5.0,brown,8580.0,married,north
9770,44,woman,9.0,brown,12422.391189513477,married,north
9771,21,woman,8.0,brown,12422.391189513477,not_married,north
9772,56,man,5.0,brown,12422.391189513477,not_married,north
9773,52,man,5.0,white,0.0,married,north
9774,48,woman,9.0,brown,6210.0,married,north
9775,42,man,5.0,brown,5724.0,married,north
9776,46,woman,6.0,brown,12422.391189513477,married,north
9777,20,man,10.0,white,3828.0,not_married,north
9778,46,woman,8.0,white,2030.0,married,north
9779,47,man,11.0,brown,12422.391189513477,married,north
9780,21,man,8.0,white,12422.391189513477,not_married,north
9781,20,woman,11.0,white,12422.391189513477,not_married,north
9782,42,man,5.0,brown,8580.0,married,north
9783,42,woman,6.0,brown,1027.199951171875,married,north
9784,47,man,5.0,brown,12422.391189513477,married,north
9786,22,man,5.0,brown,12422.391189513477,not_married,north
9787,21,woman,8.0,white,5428.2001953125,not_married,north
9788,58,man,8.0,white,18360.0,married,north
9790,46,man,5.0,brown,12422.391189513477,married,north
9791,45,woman,11.0,brown,10812.0,married,north
9792,26,man,11.0,white,6360.0,married,north
9793,23,woman,5.0,brown,12422.391189513477,married,north
9794,30,man,5.0,white,8580.0,not_married,north
9795,52,man,5.0,brown,12422.391189513477,married,north
9796,49,woman,5.0,brown,888.0,married,north
9797,45,man,13.0,brown,20700.0,married,north
9798,39,woman,10.0,brown,1998.0,married,north
9799,21,man,11.0,brown,1908.0,not_married,north
9800,29,woman,13.0,brown,8280.0,not_married,north
9801,33,woman,11.0,brown,12422.391189513477,not_married,north
9802,38,man,9.0,brown,5088.0,not_married,north
9803,27,man,11.0,brown,7632.0,not_married,north
9804,31,man,10.0,brown,2544.0,not_married,north
9805,49,man,7.0,brown,12422.391189513477,not_married,north
9806,44,woman,5.0,white,944.4000091552734,not_married,north
9807,51,man,5.0,brown,3816.0,married,north
9808,52,woman,5.0,brown,12422.391189513477,married,north
9809,42,man,8.0,brown,2200.0,married,north
9810,38,woman,8.0,brown,12422.391189513477,married,north
9811,32,man,5.0,brown,3816.0,not_married,north
9812,29,man,11.0,brown,3180.0,not_married,north
9813,29,man,14.0,brown,3498.0,married,north
9814,25,woman,10.0,brown,12422.391189513477,married,north
9815,40,man,5.0,white,882.0,not_married,north
9816,30,man,5.0,brown,8580.0,married,north
9817,27,woman,5.0,brown,0.0,married,north
9818,40,man,5.0,brown,4918.0,married,north
9819,41,woman,6.0,brown,0.0,married,north
9820,50,man,5.0,brown,12422.391189513477,not_married,north
9821,48,man,5.0,brown,735.0,not_married,north
9822,42,man,5.0,brown,3780.0,not_married,north
9823,31,man,5.0,brown,12422.391189513477,not_married,north
9824,30,woman,7.0,white,3139.2001953125,not_married,north
9825,39,man,5.0,brown,2385.0,married,north
9826,26,woman,5.0,white,0.0,married,north
9827,59,woman,11.0,white,8358.1201171875,not_married,north
9828,60,man,5.0,brown,2520.0,married,north
9829,54,woman,5.0,brown,0.0,married,north
9830,37,man,5.0,brown,806.3999633789062,not_married,north
9831,34,man,5.0,brown,259.20001220703125,not_married,north
9832,47,man,5.0,brown,5428.2001953125,married,north
9833,45,woman,5.0,brown,0.0,married,north
9834,25,man,5.0,brown,2268.0,not_married,north
9835,35,man,5.0,white,3708.0,married,north
9836,38,woman,8.0,white,0.0,married,north
9837,40,woman,5.0,brown,0.0,married,north
9838,60,man,5.0,brown,1668.60009765625,married,north
9839,24,woman,7.0,brown,0.0,not_married,north
9840,23,woman,11.0,brown,3465.0,not_married,north
9841,22,woman,8.0,brown,532.0,not_married,north
9842,40,man,5.0,brown,6013.0,not_married,north
9843,57,man,5.0,brown,6240.0,married,north
9844,53,woman,5.0,brown,12422.391189513477,married,north
9845,42,man,9.0,brown,2496.0,married,north
9846,37,woman,5.0,brown,0.0,married,north
9847,24,man,5.0,brown,1248.0,not_married,north
9848,44,man,5.0,brown,4992.0,married,north
9849,33,woman,5.0,black,0.0,married,north
9850,54,woman,5.0,white,16648.3203125,not_married,north
9851,34,man,11.0,brown,3399.0,not_married,north
9852,31,man,11.0,brown,0.0,not_married,north
9853,34,man,5.0,brown,9420.0,married,north
9854,32,woman,5.0,brown,927.0,married,north
9855,49,man,5.0,brown,9984.0,not_married,north
9856,41,man,5.0,brown,2496.0,married,north
9857,25,woman,5.0,brown,0.0,married,north
9858,28,woman,5.0,brown,1631.52001953125,not_married,north
9859,32,woman,8.0,brown,2472.0,married,north
9860,39,man,6.0,brown,5428.2001953125,married,north
9861,21,man,10.0,brown,719.4000244140625,not_married,north
9862,30,man,5.0,brown,988.800048828125,married,north
9863,31,woman,5.0,brown,0.0,married,north
9864,54,woman,5.0,brown,0.0,not_married,north
9865,22,man,8.0,brown,12422.391189513477,not_married,north
9866,28,man,8.0,brown,7048.80029296875,not_married,north
9867,37,woman,5.0,white,0.0,married,north
9868,33,man,5.0,indigenous,3744.0,married,north
9869,33,man,5.0,brown,4992.0,married,north
9870,22,woman,6.0,black,0.0,married,north
9871,27,man,5.0,brown,2496.0,not_married,north
9872,21,woman,5.0,brown,0.0,not_married,north
9873,36,man,5.0,brown,2581.0,married,north
9874,29,woman,6.0,brown,0.0,married,north
9875,36,man,6.0,brown,1242.7999496459959,married,north
9876,30,woman,8.0,brown,0.0,married,north
9877,55,woman,5.0,brown,0.0,not_married,north
9878,21,woman,8.0,brown,0.0,not_married,north
9879,33,man,5.0,indigenous,3244.7999267578125,married,north
9880,26,woman,5.0,brown,624.0,married,north
9881,47,woman,6.0,brown,12422.391189513477,married,north
9882,50,man,5.0,brown,2496.0,married,north
9883,41,man,5.0,brown,5229.0,not_married,north
9884,28,man,5.0,brown,3816.0,married,north
9885,31,woman,5.0,brown,12422.391189513477,married,north
9886,57,woman,10.0,brown,0.0,not_married,north
9887,39,man,5.0,brown,1872.0,not_married,north
9888,28,man,11.0,brown,2544.0,not_married,north
9889,26,woman,11.0,brown,6363.0,not_married,north
9890,35,man,5.0,brown,2035.199951171875,married,north
9891,24,woman,5.0,brown,12422.391189513477,married,north
9892,52,man,5.0,brown,3392.0,married,north
9893,49,woman,5.0,brown,12422.391189513477,married,north
9894,28,man,5.0,brown,1260.0,married,north
9895,22,woman,6.0,brown,12422.391189513477,married,north
9896,55,woman,5.0,brown,12422.391189513477,not_married,north
9897,43,man,5.0,brown,7350.0,married,north
9898,32,woman,5.0,brown,0.0,married,north
9899,48,man,5.0,brown,6000.0,married,north
9900,41,woman,5.0,brown,12422.391189513477,married,north
9901,21,man,7.0,brown,12422.391189513477,not_married,north
9902,23,woman,12.0,brown,12422.391189513477,not_married,north
9903,37,man,5.0,brown,600.0,married,north
9904,27,woman,5.0,brown,12422.391189513477,married,north
9905,30,man,5.0,brown,1905.0,married,north
9906,31,woman,5.0,brown,12422.391189513477,married,north
9907,39,man,5.0,brown,2250.0,married,north
9908,52,woman,5.0,brown,12422.391189513477,married,north
9909,23,man,5.0,brown,12422.391189513477,not_married,north
9910,41,woman,10.0,brown,7321.2001953125,married,north
9911,47,man,5.0,brown,800.0,married,north
9912,40,man,11.0,brown,5500.0,married,north
9913,40,woman,11.0,black,12422.391189513477,married,north
9914,41,man,5.0,black,4500.0,married,north
9915,25,woman,8.0,brown,12422.391189513477,married,north
9916,59,man,5.0,brown,2700.0,married,north
9917,50,woman,5.0,brown,1350.0,married,north
9918,47,man,5.0,brown,5346.0,married,north
9919,41,woman,5.0,brown,1800.0,married,north
9920,20,man,8.0,brown,5346.0,not_married,north
9921,55,woman,5.0,brown,12422.391189513477,not_married,north
9922,35,man,5.0,brown,2400.0,married,north
9923,30,woman,6.0,brown,12422.391189513477,married,north
9924,41,man,5.0,brown,3564.0,married,north
9925,20,woman,10.0,black,12422.391189513477,married,north
9926,60,woman,5.0,brown,12422.391189513477,not_married,north
9927,21,man,8.0,brown,12324.0,not_married,north
9928,24,man,5.0,brown,5909.399993896484,married,north
9929,20,woman,6.0,brown,12422.391189513477,married,north
9930,45,man,5.0,brown,4800.0,not_married,north
9931,60,man,5.0,brown,12422.391189513477,married,north
9932,56,woman,5.0,brown,12422.391189513477,married,north
9933,51,man,7.0,brown,12422.391189513477,married,north
9934,48,woman,11.0,brown,12422.391189513477,married,north
9935,27,man,11.0,brown,12422.391189513477,not_married,north
9936,22,woman,15.0,brown,12422.391189513477,not_married,north
9937,40,man,5.0,white,4040.0,married,north
9938,21,woman,6.0,brown,12422.391189513477,married,north
9939,47,man,5.0,brown,6000.0,not_married,north
9940,35,man,8.0,white,5400.0,married,north
9941,31,woman,5.0,brown,0.0,married,north
9942,51,woman,8.0,brown,4930.2001953125,not_married,north
9943,52,man,7.0,white,12422.391189513477,married,north
9944,47,woman,5.0,white,12000.0,married,north
9945,20,man,8.0,white,12422.391189513477,not_married,north
9946,49,man,5.0,brown,3600.0,not_married,north
9947,58,man,5.0,brown,9000.0,not_married,north
9948,29,woman,11.0,white,12422.391189513477,not_married,north
9949,47,man,11.0,white,12422.391189513477,not_married,north
9950,55,man,5.0,brown,1200.0,married,north
9951,53,woman,5.0,brown,3600.0,married,north
9952,25,man,8.0,white,12422.391189513477,not_married,north
9954,29,man,11.0,brown,8726.3994140625,not_married,north
9955,20,woman,8.0,white,320.0,not_married,north
9956,33,woman,10.0,brown,7321.2001953125,not_married,north
9957,41,man,8.0,white,5400.0,married,north
9958,32,woman,8.0,brown,0.0,married,north
9959,33,man,11.0,brown,4800.0,married,north
9960,31,woman,11.0,brown,4800.0,married,north
9961,57,woman,5.0,brown,2400.0,not_married,north
9962,22,woman,10.0,brown,12422.391189513477,not_married,north
9963,23,man,11.0,brown,12422.391189513477,not_married,north
9964,41,man,11.0,brown,67798.796875,married,north
9965,37,woman,11.0,brown,16983.0,married,north
9966,54,man,11.0,white,40260.0,married,north
9967,51,woman,11.0,white,12422.391189513477,married,north
9968,27,woman,15.0,white,12422.391189513477,not_married,north
9969,49,man,11.0,white,66000.0,married,north
9970,49,woman,11.0,white,10812.0,married,north
9971,48,man,11.0,brown,22440.0,married,north
9972,49,woman,13.0,brown,59400.0,married,north
9973,41,man,11.0,black,39240.0,married,north
9974,41,woman,11.0,white,12422.391189513477,married,north
9975,50,man,11.0,white,29757.0,married,north
9976,52,woman,7.0,brown,2226.0,married,north
9977,30,woman,14.0,brown,12675.66015625,not_married,north
9978,25,woman,12.0,brown,4011.199951171875,not_married,north
9979,35,man,11.0,brown,32346.83984375,married,north
9980,28,woman,13.0,brown,12422.391189513477,married,north
9981,50,man,11.0,brown,27010.201171875,married,north
9982,43,woman,11.0,white,12422.391189513477,married,north
9983,28,woman,11.0,brown,23544.0,not_married,north
9984,30,man,15.0,brown,66060.0,married,north
9985,29,woman,15.0,white,31562.400390625,married,north
9986,32,man,11.0,yellow,34020.0,married,north
9987,32,woman,10.0,white,12422.391189513477,married,north
9988,50,man,11.0,black,27720.0,married,north
9989,48,woman,10.0,black,6804.0,married,north
9990,23,man,10.0,black,4014.699951171875,not_married,north
9991,52,man,11.0,white,33072.0,married,north
9992,45,woman,11.0,white,12422.391189513477,married,north
9993,38,man,11.0,brown,18509.3984375,married,north
9994,46,woman,11.0,brown,7560.0,married,north
9995,51,man,11.0,brown,44730.0,married,north
9996,33,woman,9.0,brown,12422.391189513477,married,north
9997,24,man,9.0,brown,4173.0,not_married,north
9998,22,man,9.0,brown,4646.700073242188,not_married,north
9999,21,man,11.0,brown,29142.0,not_married,north
10000,42,man,5.0,brown,13356.0,not_married,north
10001,23,man,8.0,brown,5040.0,not_married,north
10002,34,man,10.0,indigenous,4408.5,married,north
10003,28,woman,9.0,brown,918.0,married,north
10004,47,man,5.0,brown,3744.0,married,north
10005,37,woman,5.0,brown,12422.391189513477,married,north
10006,21,man,5.0,brown,3528.0,not_married,north
10007,58,woman,5.0,brown,12422.391189513477,not_married,north
10008,26,woman,5.0,white,12422.391189513477,not_married,north
10009,25,man,12.0,brown,6339.799987792969,not_married,north
10010,43,man,5.0,brown,3092.0,married,north
10011,26,woman,5.0,white,12422.391189513477,married,north
10012,60,man,5.0,black,12422.391189513477,married,north
10013,50,woman,5.0,brown,12422.391189513477,married,north
10014,32,man,8.0,brown,12422.391189513477,not_married,north
10015,28,man,8.0,brown,12422.391189513477,not_married,north
10016,38,man,5.0,brown,7890.1201171875,married,north
10017,34,woman,5.0,brown,12422.391189513477,married,north
10018,41,man,8.0,brown,26463.83984375,married,north
10019,37,woman,5.0,white,12422.391189513477,married,north
10020,54,man,8.0,brown,54285.48046875,married,north
10021,37,woman,10.0,brown,12422.391189513477,married,north
10022,45,man,5.0,brown,3780.0,married,north
10023,41,woman,8.0,brown,936.0,married,north
10024,31,woman,5.0,brown,12422.391189513477,not_married,north
10025,40,man,12.0,brown,2914.150146484375,married,north
10026,38,woman,5.0,white,3600.0,married,north
10027,26,man,5.0,brown,12422.391189513477,not_married,north
10028,40,woman,15.0,brown,20400.0,married,north
10029,40,man,5.0,white,6000.0,married,north
10030,24,man,7.0,white,12422.391189513477,not_married,north
10031,33,man,5.0,brown,12422.391189513477,married,north
10032,31,woman,6.0,brown,12422.391189513477,married,north
10033,46,man,11.0,brown,2100.0,married,north
10034,45,woman,5.0,brown,12422.391189513477,married,north
10035,31,man,7.0,white,170400.0,married,north
10036,27,woman,11.0,white,12422.391189513477,married,north
10037,56,man,8.0,brown,12422.391189513477,married,north
10038,48,woman,5.0,brown,12422.391189513477,married,north
10039,42,man,5.0,brown,8316.0,married,north
10040,25,woman,5.0,brown,12422.391189513477,married,north
10041,46,man,11.0,white,58800.0,not_married,north
10042,43,man,5.0,white,5580.0,not_married,north
10043,48,woman,5.0,white,12422.391189513477,not_married,north
10044,53,man,5.0,white,12422.391189513477,not_married,north
10045,29,man,8.0,white,4800.0,not_married,north
10046,29,man,5.0,white,12422.391189513477,not_married,north
10047,21,woman,6.0,brown,12422.391189513477,not_married,north
10048,42,man,5.0,brown,4236.0,married,north
10049,45,woman,5.0,brown,12422.391189513477,married,north
10050,25,man,5.0,brown,12422.391189513477,not_married,north
10051,21,woman,6.0,white,12422.391189513477,not_married,north
10052,59,man,5.0,white,1200.0,married,north
10053,51,woman,7.0,white,0.0,married,north
10054,23,man,5.0,white,6000.0,not_married,north
10055,34,man,7.0,brown,10276.2001953125,married,north
10056,26,woman,9.0,white,12422.391189513477,married,north
10057,37,man,5.0,brown,12422.391189513477,married,north
10058,24,woman,8.0,brown,4455.0,married,north
10059,23,man,5.0,brown,2400.0,not_married,north
10060,25,woman,8.0,brown,12422.391189513477,not_married,north
10061,25,man,8.0,brown,2400.0,not_married,north
10062,32,man,7.0,brown,12000.0,not_married,north
10063,20,man,5.0,white,4800.0,married,north
10064,20,woman,10.0,brown,12422.391189513477,married,north
10065,54,man,5.0,brown,10908.0,married,north
